i,H,r,Lz,γu,γd,M,energy,error_r,error_a
1,0.5,1.25,13.0,0.6,0.6,50,28.476200497584816,0.00010431412697728335,0.0029701601648710607
1,0.5,1.25,13.0,0.6,0.6,55,28.4762004976269,0.00010431412845522923,0.0029701602069529542
1,0.5,1.25,13.0,0.6,0.6,60,28.476200497627595,0.0001043141284796849,0.002970160207649286
1,0.5,1.25,13.0,0.6,0.6,65,28.47620049762741,0.00010431412847319667,0.002970160207464545
1,0.5,1.25,13.0,0.6,0.6,70,28.47620049762749,0.00010431412847606646,0.0029701602075462574
1,0.5,1.25,13.0,0.6,0.6,75,28.47620049762744,0.00010431412847419486,0.0029701602074929667
1,0.5,1.25,13.0,0.6,0.6,80,28.476200497627502,0.00010431412847644078,0.0029701602075569156
1,0.5,1.25,13.0,0.6,0.6,85,28.476200497637993,0.00010431412884489788,0.002970160218048079
1,0.5,1.25,13.0,0.6,0.6,90,28.476200497627563,0.00010431412847856194,0.0029701602076173117
1,0.5,1.25,13.0,0.6,0.6,95,28.47620049762748,0.00010431412847569214,0.0029701602075355993
1,0.5,1.25,13.0,0.6,0.6,100,28.47620049762739,0.00010431412847244802,0.0029701602074432287
1,0.5,1.5,15.5,0.6,0.6,0,-1.8603716511702015,1.0653375689770357,30.333601988590146
1,0.5,1.5,15.5,0.6,0.6,5,28.44444290114047,0.001011035135049047,0.028787436279475997
1,0.5,1.5,15.5,0.6,0.6,10,28.473393531657702,5.731497122848496e-6,0.00016319423775712494
1,0.5,1.5,15.5,0.6,0.6,15,28.47379703941768,1.99029752163041e-5,0.0005667019977337873
1,0.5,1.5,15.5,0.6,0.6,20,28.47381783170692,2.063321512919977e-5,0.0005874942869752431
1,0.5,1.5,15.5,0.6,0.6,25,28.47382489409326,2.0881251135450955e-5,0.0005945566733132068
1,0.5,1.5,15.5,0.6,0.6,30,28.47382992915623,2.1058086110376968e-5,0.000599591736285987
1,0.5,1.5,15.5,0.6,0.6,35,28.47383113174227,2.1100321783098737e-5,0.0006007943223238499
1,0.5,1.5,15.5,0.6,0.6,40,28.473831141516524,2.1100665061826826e-5,0.0006008040965781447
1,0.5,1.5,15.5,0.6,0.6,45,28.47383114163128,2.1100669092145944e-5,0.0006008042113343492
1,0.5,1.5,15.5,0.6,0.6,50,28.473831141640638,2.1100669420800183e-5,0.0006008042206921971
1,0.5,1.5,15.5,0.6,0.6,55,28.473831141636307,2.1100669268700895e-5,0.0006008042163614391
1,0.5,1.5,15.5,0.6,0.6,60,28.473831141637188,2.1100669299644805e-5,0.0006008042172425121
1,0.5,1.5,15.5,0.6,0.6,65,28.473831141637348,2.1100669305259627e-5,0.0006008042174023842
1,0.5,1.5,15.5,0.6,0.6,70,28.47383114163729,2.1100669303263245e-5,0.0006008042173455408
1,0.5,1.5,15.5,0.6,0.6,75,28.473831141637223,2.1100669300892542e-5,0.0006008042172780392
1,0.5,1.5,15.5,0.6,0.6,80,28.47383114163734,2.1100669305010077e-5,0.0006008042173952788
1,0.5,1.5,15.5,0.6,0.6,85,28.473831141648013,2.110066967983063e-5,0.0006008042280676307
1,0.5,1.5,15.5,0.6,0.6,90,28.47383114163728,2.1100669302888924e-5,0.0006008042173348827
1,0.5,1.5,15.5,0.6,0.6,95,28.47383114163742,2.11006693077551e-5,0.0006008042174734385
1,0.5,1.5,15.5,0.6,0.6,100,28.4738311416374,2.1100669307131234e-5,0.0006008042174556749
1,0.5,1.75,18.0,0.6,0.6,0,-1.860444288572094,1.0653401200539958,30.33367462599204
1,0.5,1.75,18.0,0.6,0.6,5,28.444101110389298,0.0010230390681160518,0.029129227030647797
1,0.5,1.75,18.0,0.6,0.6,10,28.47297048191468,9.126309245105545e-6,0.0002598555052664153
1,0.5,1.75,18.0,0.6,0.6,15,28.473342854402144,3.95167604327173e-6,0.00011251698219894024
1,0.5,1.75,18.0,0.6,0.6,20,28.473351229920496,4.245830175152864e-6,0.00012089250055069556
1,0.5,1.75,18.0,0.6,0.6,25,28.473352521978928,4.291208181669496e-6,0.00012218455898249658
1,0.5,1.75,18.0,0.6,0.6,30,28.47335306132116,4.310150262526815e-6,0.00012272390121381704
1,0.5,1.75,18.0,0.6,0.6,35,28.473353452453747,4.323887115810284e-6,0.0001231150338014686
1,0.5,1.75,18.0,0.6,0.6,40,28.473353548268122,4.327252184471802e-6,0.00012321084817656924
1,0.5,1.75,18.0,0.6,0.6,45,28.47335354904162,4.327279350227601e-6,0.0001232116216733914
1,0.5,1.75,18.0,0.6,0.6,50,28.4733535490558,4.3272798483246845e-6,0.0001232116358558244
1,0.5,1.75,18.0,0.6,0.6,55,28.473353549050486,4.327279661663052e-6,0.00012321163054096473
1,0.5,1.75,18.0,0.6,0.6,60,28.473353549050437,4.327279659916219e-6,0.00012321163049122674
1,0.5,1.75,18.0,0.6,0.6,65,28.473353549050504,4.327279662286922e-6,0.0001232116305587283
1,0.5,1.75,18.0,0.6,0.6,70,28.473353549050852,4.327279674514755e-6,0.00012321163090689424
1,0.5,1.75,18.0,0.6,0.6,75,28.47335354905072,4.327279669898124e-6,0.00012321163077544384
1,0.5,1.75,18.0,0.6,0.6,80,28.473353549050717,4.32727966977335e-6,0.00012321163077189112
1,0.5,1.75,18.0,0.6,0.6,85,28.47335354906106,4.327280032989936e-6,0.00012321164111384064
1,0.5,1.75,18.0,0.6,0.6,90,28.473353549050756,4.327279671145862e-6,0.00012321163081097097
1,0.5,1.75,18.0,0.6,0.6,95,28.47335354905055,4.327279663908981e-6,0.00012321163060491358
1,0.5,1.75,18.0,0.6,0.6,100,28.47335354905062,4.327279666404457e-6,0.00012321163067596785
1,0.5,2.0,20.5,0.6,0.6,0,-1.8604593158576013,1.0653406478228975,30.333689653277546
1,0.5,2.0,20.5,0.6,0.6,5,28.44403050666596,0.0010255187208460172,0.029199830753984912
1,0.5,2.0,20.5,0.6,0.6,10,28.4728832222233,1.2190931360196155e-5,0.00034711519664654134
1,0.5,2.0,20.5,0.6,0.6,15,28.473249314156643,6.664764226859145e-7,1.8976736697595697e-5
1,0.5,2.0,20.5,0.6,0.6,20,28.473255282451845,8.760871739538768e-7,2.494503189964803e-5
1,0.5,2.0,20.5,0.6,0.6,25,28.47325560292274,8.873423386206449e-7,2.526550279569051e-5
1,0.5,2.0,20.5,0.6,0.6,30,28.473255697586794,8.906670071417406e-7,2.5360166848287236e-5
1,0.5,2.0,20.5,0.6,0.6,35,28.473255739803182,8.921496765862275e-7,2.5402383236894366e-5
1,0.5,2.0,20.5,0.6,0.6,40,28.473255770240087,8.93218642214349e-7,2.5432820141446655e-5
1,0.5,2.0,20.5,0.6,0.6,45,28.47325577750577,8.934738181490822e-7,2.544008582461288e-5
1,0.5,2.0,20.5,0.6,0.6,50,28.473255777570284,8.934760839168553e-7,2.5440150338340572e-5
1,0.5,2.0,20.5,0.6,0.6,55,28.473255777565644,8.934759209622481e-7,2.5440145698496508e-5
1,0.5,2.0,20.5,0.6,0.6,60,28.473255777565573,8.934759184667717e-7,2.5440145627442234e-5
1,0.5,2.0,20.5,0.6,0.6,65,28.47325577756545,8.93475914099688e-7,2.5440145503097256e-5
1,0.5,2.0,20.5,0.6,0.6,70,28.473255777565473,8.934759149731048e-7,2.544014552796625e-5
1,0.5,2.0,20.5,0.6,0.6,75,28.473255777565594,8.934759192154147e-7,2.5440145648758516e-5
1,0.5,2.0,20.5,0.6,0.6,80,28.473255777565534,8.934759170942597e-7,2.5440145588362384e-5
1,0.5,2.0,20.5,0.6,0.6,85,28.47325577757632,8.934762959075731e-7,2.5440156374401113e-5
1,0.5,2.0,20.5,0.6,0.6,90,28.473255777565328,8.934759098573783e-7,2.544014538230499e-5
1,0.5,2.0,20.5,0.6,0.6,95,28.473255777565516,8.934759164703906e-7,2.5440145570598816e-5
1,0.5,2.0,20.5,0.6,0.6,100,28.473255777565505,8.934759160960692e-7,2.5440145559940675e-5
1,0.5,2.25,23.0,0.6,0.6,0,-1.860462431975559,1.0653407572631657,30.333692769395505
1,0.5,2.25,23.0,0.6,0.6,5,28.44401587727597,0.0010260325153757424,0.029214460143975884
1,0.5,2.25,23.0,0.6,0.6,10,28.472865154954935,1.2825466611376257e-5,0.00036518246501060503
1,0.5,2.25,23.0,0.6,0.6,15,28.47322996003567,1.3254002811373548e-8,3.7738427494105053e-7
1,0.5,2.25,23.0,0.6,0.6,20,28.47323544246025,1.7929262836202439e-7,5.105040305153352e-6
1,0.5,2.25,23.0,0.6,0.6,25,28.473235574768296,1.839393805513836e-7,5.237348350561888e-6
1,0.5,2.25,23.0,0.6,0.6,30,28.47323559435877,1.8462741183590837e-7,5.256938823805513e-6
1,0.5,2.25,23.0,0.6,0.6,35,28.473235601686085,1.848847523468477e-7,5.264266139448637e-6
1,0.5,2.25,23.0,0.6,0.6,40,28.47323560493963,1.8499901921178644e-7,5.267519686213973e-6
1,0.5,2.25,23.0,0.6,0.6,45,28.473235607299117,1.8508188599661637e-7,5.269879171265757e-6
1,0.5,2.25,23.0,0.6,0.6,50,28.47323560788367,1.851024159064173e-7,5.2704637241163255e-6
1,0.5,2.25,23.0,0.6,0.6,55,28.473235607883076,1.8510239506918958e-7,5.270463130813141e-6
1,0.5,2.25,23.0,0.6,0.6,60,28.473235607883073,1.8510239494441578e-7,5.2704631272604274e-6
1,0.5,2.25,23.0,0.6,0.6,65,28.473235607883264,1.85102401682202e-7,5.270463319106966e-6
1,0.5,2.25,23.0,0.6,0.6,70,28.473235607883172,1.851023984380827e-7,5.2704632267364104e-6
1,0.5,2.25,23.0,0.6,0.6,75,28.47323560788314,1.8510239731511833e-7,5.270463194761987e-6
1,0.5,2.25,23.0,0.6,0.6,80,28.473235607883062,1.8510239457009432e-7,5.270463116602286e-6
1,0.5,2.25,23.0,0.6,0.6,85,28.473235607893752,1.8510277001451468e-7,5.270473806717746e-6
1,0.5,2.25,23.0,0.6,0.6,90,28.473235607883066,1.8510239469486812e-7,5.270463120155e-6
1,0.5,2.25,23.0,0.6,0.6,95,28.47323560788308,1.8510239519396341e-7,5.270463134365855e-6
1,0.5,2.25,23.0,0.6,0.6,100,28.47323560788319,1.8510239906195178e-7,5.270463244499979e-6
1,0.5,2.5,25.5,0.6,0.6,0,-1.860463078917619,1.0653407799842285,30.333693416337564
1,0.5,2.5,25.5,0.6,0.6,5,28.444012841260157,0.001026139142399656,0.02921749615978797
1,0.5,2.5,25.5,0.6,0.6,10,28.4728614068962,1.2957101086638504e-5,0.0003689305237450924
1,0.5,2.5,25.5,0.6,0.6,15,28.473225946420595,1.5421500471686394e-7,4.390999350789571e-6
1,0.5,2.5,25.5,0.6,0.6,20,28.473231329262997,3.4834229919825784e-8,9.91843052133845e-7
1,0.5,2.5,25.5,0.6,0.6,25,28.47323142361364,3.8147891268960695e-8,1.0861936949879691e-6
1,0.5,2.5,25.5,0.6,0.6,30,28.4732314286492,3.832474368314902e-8,1.0912292545128821e-6
1,0.5,2.5,25.5,0.6,0.6,35,28.47323143010149,3.837574909906252e-8,1.0926815434686432e-6
1,0.5,2.5,25.5,0.6,0.6,40,28.473231430666228,3.83955831452768e-8,1.0932462828350253e-6
1,0.5,2.5,25.5,0.6,0.6,45,28.47323143091604,3.8404356741109735e-8,1.0934960954500639e-6
1,0.5,2.5,25.5,0.6,0.6,50,28.473231431105496,3.8411010554537445e-8,1.0936855510124133e-6
1,0.5,2.5,25.5,0.6,0.6,55,28.473231431144256,3.841237183689903e-8,1.093724311118649e-6
1,0.5,2.5,25.5,0.6,0.6,60,28.473231431144395,3.841237670307796e-8,1.0937244496744825e-6
1,0.5,2.5,25.5,0.6,0.6,65,28.473231431144505,3.841238057106634e-8,1.0937245598086065e-6
1,0.5,2.5,25.5,0.6,0.6,70,28.47323143114448,3.8412379697649606e-8,1.0937245349396107e-6
1,0.5,2.5,25.5,0.6,0.6,75,28.4732314311444,3.8412376827851775e-8,1.0937244532271961e-6
1,0.5,2.5,25.5,0.6,0.6,80,28.473231431144434,3.841237807558996e-8,1.093724488754333e-6
1,0.5,2.5,25.5,0.6,0.6,85,28.47323143115507,3.841275164840303e-8,1.0937351255790873e-6
1,0.5,2.5,25.5,0.6,0.6,90,28.473231431144562,3.841238256744744e-8,1.0937246166520254e-6
