H,r,Lz,γu,γd,M,error_r
5.0,5.0,55.0,0.6,0.6,50,0.021867583007973597
5.0,5.0,55.0,0.6,0.6,55,0.021867583011805962
5.0,5.0,55.0,0.6,0.6,60,0.02186758301176526
5.0,5.0,55.0,0.6,0.6,65,0.021867583011764304
5.0,5.0,55.0,0.6,0.6,70,0.021867583011762372
5.0,5.0,55.0,0.6,0.6,75,0.021867583011762476
5.0,5.0,55.0,0.6,0.6,80,0.021867583011762448
5.0,5.0,55.0,0.6,0.6,85,0.021867583011762483
5.0,5.0,55.0,0.6,0.6,90,0.021867583011762448
5.0,5.0,55.0,0.6,0.6,95,0.021867583011762448
5.0,5.0,55.0,0.6,0.6,100,0.021867583011762448
0.5,0.0,0.5,1.0,1.0,0,1.0656892684185002
0.5,0.0,0.5,1.0,1.0,5,9.182934525063517
0.5,0.0,0.5,1.0,1.0,10,18.36586063734972
0.5,0.0,0.5,1.0,1.0,15,27.54878859437198
0.5,0.0,0.5,1.0,1.0,20,36.73171702930126
0.5,0.0,0.5,1.0,1.0,25,45.91464564391341
0.5,0.0,0.5,1.0,1.0,30,55.09757435793369
0.5,0.0,0.5,1.0,1.0,35,64.28050312055859
0.5,0.0,0.5,1.0,1.0,40,73.46343192073643
0.5,0.0,0.5,1.0,1.0,45,82.6463607395718
0.5,0.0,0.5,1.0,1.0,50,91.82928957720738
0.5,0.0,0.5,1.0,1.0,55,101.01221842329686
0.5,0.0,0.5,1.0,1.0,60,110.19514728051146
0.5,0.0,0.5,1.0,1.0,65,119.37807614186724
0.5,0.0,0.5,1.0,1.0,70,128.56100501057736
0.5,0.0,0.5,1.0,1.0,75,137.74393388134538
0.5,0.0,0.5,1.0,1.0,80,146.92686275737177
0.5,0.0,0.5,1.0,1.0,85,156.10979163435286
0.5,0.0,0.5,1.0,1.0,90,165.29272051531674
0.5,0.0,0.5,1.0,1.0,95,174.4756493966145
0.5,0.0,0.5,1.0,1.0,100,183.65857828106547
0.5,0.25,3.0,1.0,1.0,0,1.0733585190162465
0.5,0.25,3.0,1.0,1.0,5,0.750549750465776
0.5,0.25,3.0,1.0,1.0,10,2.262421520064173
0.5,0.25,3.0,1.0,1.0,15,3.8040015308700683
0.5,0.25,3.0,1.0,1.0,20,5.378952661706763
0.5,0.25,3.0,1.0,1.0,25,6.932993895036694
0.5,0.25,3.0,1.0,1.0,30,8.4412415250779
0.5,0.25,3.0,1.0,1.0,35,9.924631422105842
0.5,0.25,3.0,1.0,1.0,40,11.432921643844749
0.5,0.25,3.0,1.0,1.0,45,12.986919524361662
0.5,0.25,3.0,1.0,1.0,50,14.561874570339716
0.5,0.25,3.0,1.0,1.0,55,16.1159017938458
0.5,0.25,3.0,1.0,1.0,60,17.624165684021012
0.5,0.25,3.0,1.0,1.0,65,19.107556537080388
0.5,0.25,3.0,1.0,1.0,70,20.61584042818114
0.5,0.25,3.0,1.0,1.0,75,22.16984630061816
0.5,0.25,3.0,1.0,1.0,80,23.744801650953335
0.5,0.25,3.0,1.0,1.0,85,25.298824717455904
0.5,0.25,3.0,1.0,1.0,90,26.807092882413926
0.5,0.25,3.0,1.0,1.0,95,28.290483911488646
0.5,0.25,3.0,1.0,1.0,100,29.798765259345352
0.5,0.5,5.5,1.0,1.0,0,1.0832685348462454
0.5,0.5,5.5,1.0,1.0,5,0.007081004824669331
0.5,0.5,5.5,1.0,1.0,10,0.791953524398608
0.5,0.5,5.5,1.0,1.0,15,1.753162505226353
0.5,0.5,5.5,1.0,1.0,20,2.3929177535440282
0.5,0.5,5.5,1.0,1.0,25,3.489875285420399
0.5,0.5,5.5,1.0,1.0,30,4.031988636464856
0.5,0.5,5.5,1.0,1.0,35,5.190396487477397
0.5,0.5,5.5,1.0,1.0,40,5.710065057381733
0.5,0.5,5.5,1.0,1.0,45,6.832789614737126
0.5,0.5,5.5,1.0,1.0,50,7.429891272373405
0.5,0.5,5.5,1.0,1.0,55,8.409840479968281
0.5,0.5,5.5,1.0,1.0,60,9.182931751570386
0.5,0.5,5.5,1.0,1.0,65,9.956077253007656
0.5,0.5,5.5,1.0,1.0,70,10.936012479502237
0.5,0.5,5.5,1.0,1.0,75,11.533315995389975
0.5,0.5,5.5,1.0,1.0,80,12.672673312017828
0.5,0.5,5.5,1.0,1.0,85,13.17577281461767
0.5,0.5,5.5,1.0,1.0,90,14.373185421349678
0.5,0.5,5.5,1.0,1.0,95,14.876210226637367
0.5,0.5,5.5,1.0,1.0,100,16.01562708601883
0.5,0.75,8.0,1.0,1.0,0,1.0843196694210313
0.5,0.75,8.0,1.0,1.0,5,0.1230000945684618
0.5,0.75,8.0,1.0,1.0,10,0.1230000889691238
0.5,0.75,8.0,1.0,1.0,15,0.7984013360784835
0.5,0.75,8.0,1.0,1.0,20,1.6970492800250427
0.5,0.75,8.0,1.0,1.0,25,1.8935074789942365
0.5,0.75,8.0,1.0,1.0,30,2.4121101200994355
0.5,0.75,8.0,1.0,1.0,35,3.4532860567678463
0.5,0.75,8.0,1.0,1.0,40,3.687727159352719
0.5,0.75,8.0,1.0,1.0,45,4.066627830668692
0.5,0.75,8.0,1.0,1.0,50,5.1675972664124
0.5,0.75,8.0,1.0,1.0,55,5.495206218196066
0.5,0.75,8.0,1.0,1.0,60,5.764996831968572
0.5,0.75,8.0,1.0,1.0,65,6.820315380605163
0.5,0.75,8.0,1.0,1.0,70,7.300271690581893
0.5,0.75,8.0,1.0,1.0,75,7.498052652596487
0.5,0.75,8.0,1.0,1.0,80,8.405850551447443
0.5,0.75,8.0,1.0,1.0,85,9.097491578081828
0.5,0.75,8.0,1.0,1.0,90,9.26843239253383
0.5,0.75,8.0,1.0,1.0,95,9.960055642097135
0.5,0.75,8.0,1.0,1.0,100,10.879644160541979
0.5,1.0,10.5,1.0,1.0,0,1.084415119143382
0.5,1.0,10.5,1.0,1.0,5,0.14555409500969604
0.5,1.0,10.5,1.0,1.0,10,0.0012098322241953592
0.5,1.0,10.5,1.0,1.0,15,0.14554171963249415
0.5,1.0,10.5,1.0,1.0,20,0.7991200175800376
0.5,1.0,10.5,1.0,1.0,25,1.688429229741851
0.5,1.0,10.5,1.0,1.0,30,1.825150409034208
0.5,1.0,10.5,1.0,1.0,35,1.922361049424593
0.5,1.0,10.5,1.0,1.0,40,2.415388803161239
0.5,1.0,10.5,1.0,1.0,45,3.4474922011240516
0.5,1.0,10.5,1.0,1.0,50,3.6486263778982244
0.5,1.0,10.5,1.0,1.0,55,3.716442201769751
0.5,1.0,10.5,1.0,1.0,60,4.07270804222755
0.5,1.0,10.5,1.0,1.0,65,5.163901163958247
0.5,1.0,10.5,1.0,1.0,70,5.468432770847325
0.5,1.0,10.5,1.0,1.0,75,5.534319511443168
0.5,1.0,10.5,1.0,1.0,80,5.774279661627442
0.5,1.0,10.5,1.0,1.0,85,6.818265822298639
0.5,1.0,10.5,1.0,1.0,90,7.281844533252442
0.5,1.0,10.5,1.0,1.0,95,7.357784273022718
0.5,1.0,10.5,1.0,1.0,100,7.51184929420017
0.5,1.25,13.0,1.0,1.0,0,1.0844208371813573
0.5,1.25,13.0,1.0,1.0,5,0.1500029623627274
0.5,1.25,13.0,1.0,1.0,10,0.02584663959913532
0.5,1.25,13.0,1.0,1.0,15,0.025846639599104323
0.5,1.25,13.0,1.0,1.0,20,0.150002956871677
0.5,1.25,13.0,1.0,1.0,25,0.7996394950638708
0.5,1.25,13.0,1.0,1.0,30,1.6868935531240539
0.5,1.25,13.0,1.0,1.0,35,1.8160882285823796
0.5,1.25,13.0,1.0,1.0,40,1.843727664544589
0.5,1.25,13.0,1.0,1.0,45,1.9274827995648807
0.5,1.25,13.0,1.0,1.0,50,2.4159797636375546
0.5,1.25,13.0,1.0,1.0,55,3.446441953869794
0.5,1.25,13.0,1.0,1.0,60,3.6422505015943627
0.5,1.25,13.0,1.0,1.0,65,3.675451183366917
0.5,1.25,13.0,1.0,1.0,70,3.7236152696732443
0.5,1.25,13.0,1.0,1.0,75,4.0736127817061325
0.5,1.25,13.0,1.0,1.0,80,5.163228642530225
0.5,1.25,13.0,1.0,1.0,85,5.463934364959676
0.5,1.25,13.0,1.0,1.0,90,5.507477583571317
0.5,1.25,13.0,1.0,1.0,95,5.540706142226988
0.5,1.25,13.0,1.0,1.0,100,5.775941489321646
0.5,1.5,15.5,1.0,1.0,0,1.084420458199911
0.5,1.5,15.5,1.0,1.0,5,0.15090073114494976
0.5,1.5,15.5,1.0,1.0,10,0.03189687563096867
0.5,1.5,15.5,1.0,1.0,15,0.0002457893318731407
0.5,1.5,15.5,1.0,1.0,20,0.03187269464549027
0.5,1.5,15.5,1.0,1.0,25,0.15089234541212537
0.5,1.5,15.5,1.0,1.0,30,0.7993501325868354
0.5,1.5,15.5,1.0,1.0,35,1.6865942795102655
0.5,1.5,15.5,1.0,1.0,40,1.8144556091031188
0.5,1.5,15.5,1.0,1.0,45,1.8346453620031
0.5,1.5,15.5,1.0,1.0,50,1.846946660155013
0.5,1.5,15.5,1.0,1.0,55,1.9284659850144648
0.5,1.5,15.5,1.0,1.0,60,2.416107765288085
0.5,1.5,15.5,1.0,1.0,65,3.4462390056121577
0.5,1.5,15.5,1.0,1.0,70,3.6410817892983043
0.5,1.5,15.5,1.0,1.0,75,3.669052573085605
0.5,1.5,15.5,1.0,1.0,80,3.679981258040408
0.5,1.5,15.5,1.0,1.0,85,3.724971835811946
0.5,1.5,15.5,1.0,1.0,90,4.074000304688083
0.5,1.5,15.5,1.0,1.0,95,5.163093374515189
0.5,1.5,15.5,1.0,1.0,100,5.463099706670772
0.5,1.75,18.0,1.0,1.0,0,1.0844202077355483
0.5,1.75,18.0,1.0,1.0,5,0.15108414022905073
0.5,1.75,18.0,1.0,1.0,10,0.033227329205390635
0.5,1.75,18.0,1.0,1.0,15,0.0062277283079059
0.5,1.75,18.0,1.0,1.0,20,0.00622772830786323
0.5,1.75,18.0,1.0,1.0,25,0.03322732920537245
0.5,1.75,18.0,1.0,1.0,30,0.1510841347374421
0.5,1.75,18.0,1.0,1.0,35,0.7996844969484699
0.5,1.75,18.0,1.0,1.0,40,1.6865391836050954
0.5,1.75,18.0,1.0,1.0,45,1.8141400666789196
0.5,1.75,18.0,1.0,1.0,50,1.8330063877877134
0.5,1.75,18.0,1.0,1.0,55,1.8378629587222652
0.5,1.75,18.0,1.0,1.0,60,1.847553948447918
0.5,1.75,18.0,1.0,1.0,65,1.9286437886247387
0.5,1.75,18.0,1.0,1.0,70,2.416120004886863
0.5,1.75,18.0,1.0,1.0,75,3.4461982926797416
0.5,1.75,18.0,1.0,1.0,80,3.64085449542635
0.5,1.75,18.0,1.0,1.0,85,3.6678779564998565
0.5,1.75,18.0,1.0,1.0,90,3.67358136320035
0.5,1.75,18.0,1.0,1.0,95,3.6808247090181143
0.5,1.75,18.0,1.0,1.0,100,3.725216642717019
0.5,2.0,20.5,1.0,1.0,0,1.0844201369745414
0.5,2.0,20.5,1.0,1.0,5,0.15112189783259883
0.5,2.0,20.5,1.0,1.0,10,0.03351123868941604
0.5,2.0,20.5,1.0,1.0,15,0.007622332537540315
0.5,2.0,20.5,1.0,1.0,20,5.095826908508119e-5
0.5,2.0,20.5,1.0,1.0,25,0.007627174694586418
0.5,2.0,20.5,1.0,1.0,30,0.033488105539503946
0.5,2.0,20.5,1.0,1.0,35,0.15111369437987293
0.5,2.0,20.5,1.0,1.0,40,0.7993591630592536
0.5,2.0,20.5,1.0,1.0,45,1.6865234494379633
0.5,2.0,20.5,1.0,1.0,50,1.814078069707909
0.5,2.0,20.5,1.0,1.0,55,1.8326904650110312
0.5,2.0,20.5,1.0,1.0,60,1.83622359610671
0.5,2.0,20.5,1.0,1.0,65,1.8384704041419775
0.5,2.0,20.5,1.0,1.0,70,1.8476739314277812
0.5,2.0,20.5,1.0,1.0,75,1.9286954118525887
0.5,2.0,20.5,1.0,1.0,80,2.4161359226451915
0.5,2.0,20.5,1.0,1.0,85,3.446190123830401
0.5,2.0,20.5,1.0,1.0,90,3.640809058057176
0.5,2.0,20.5,1.0,1.0,95,3.667649698254711
0.5,2.0,20.5,1.0,1.0,100,3.672406575211513
0.5,2.25,23.0,1.0,1.0,0,1.0844201202339816
0.5,2.25,23.0,1.0,1.0,5,0.1511297057100197
0.5,2.25,23.0,1.0,1.0,10,0.03357100511723292
0.5,2.25,23.0,1.0,1.0,15,0.007923102798711744
0.5,2.25,23.0,1.0,1.0,20,0.0014056706685856334
0.5,2.25,23.0,1.0,1.0,25,0.0014056706685697004
0.5,2.25,23.0,1.0,1.0,30,0.007923102798689734
0.5,2.25,23.0,1.0,1.0,35,0.03357100511725741
0.5,2.25,23.0,1.0,1.0,40,0.15112970021829683
0.5,2.25,23.0,1.0,1.0,45,0.7996863425887809
0.5,2.25,23.0,1.0,1.0,50,1.686524762201438
0.5,2.25,23.0,1.0,1.0,55,1.8140644790219171
0.5,2.25,23.0,1.0,1.0,60,1.8326274218852028
0.5,2.25,23.0,1.0,1.0,65,1.8359074215061095
0.5,2.25,23.0,1.0,1.0,70,1.8368307003341349
0.5,2.25,23.0,1.0,1.0,75,1.8385901315355304
0.5,2.25,23.0,1.0,1.0,80,1.8476980388289437
0.5,2.25,23.0,1.0,1.0,85,1.9286901818459796
0.5,2.25,23.0,1.0,1.0,90,2.4161257503307922
0.5,2.25,23.0,1.0,1.0,95,3.4461883209410242
0.5,2.25,23.0,1.0,1.0,100,3.640799650263995
0.5,2.5,25.5,1.0,1.0,0,1.0844201165335723
0.5,2.5,25.5,1.0,1.0,5,0.1511313242921626
0.5,2.5,25.5,1.0,1.0,10,0.03358350746417756
0.5,2.5,25.5,1.0,1.0,15,0.007986786486237966
0.5,2.5,25.5,1.0,1.0,20,0.0017155450717781533
0.5,2.5,25.5,1.0,1.0,25,1.0601693303562867e-5
0.5,2.5,25.5,1.0,1.0,30,0.0017167174552549477
0.5,2.5,25.5,1.0,1.0,35,0.00799144416293589
0.5,2.5,25.5,1.0,1.0,40,0.03356041566693279
0.5,2.5,25.5,1.0,1.0,45,0.15112312894572055
0.5,2.5,25.5,1.0,1.0,50,0.7993595426055777
0.5,2.5,25.5,1.0,1.0,55,1.6865204843694865
0.5,2.5,25.5,1.0,1.0,60,1.814062666536579
0.5,2.5,25.5,1.0,1.0,65,1.8326145822983688
0.5,2.5,25.5,1.0,1.0,70,1.8358444894460015
0.5,2.5,25.5,1.0,1.0,75,1.8365147710774674
0.5,2.5,25.5,1.0,1.0,80,1.8369506525808683
0.5,2.5,25.5,1.0,1.0,85,1.8386144835022113
0.5,2.5,25.5,1.0,1.0,90,1.8477031263085144
0.5,2.5,25.5,1.0,1.0,95,1.9287049146141457
0.5,2.5,25.5,1.0,1.0,100,2.4161371053277536
0.5,2.75,28.0,1.0,1.0,0,1.0844201157404247
0.5,2.75,28.0,1.0,1.0,5,0.15113166027016994
0.5,2.75,28.0,1.0,1.0,10,0.03358611476932333
0.5,2.75,28.0,1.0,1.0,15,0.008000148953390651
0.5,2.75,28.0,1.0,1.0,20,0.0017818552390511282
0.5,2.75,28.0,1.0,1.0,25,0.00031001754454185046
0.5,2.75,28.0,1.0,1.0,30,0.0003100175445219804
0.5,2.75,28.0,1.0,1.0,35,0.0017818552390262224
0.5,2.75,28.0,1.0,1.0,40,0.008000148953397613
0.5,2.75,28.0,1.0,1.0,45,0.03358611476930053
0.5,2.75,28.0,1.0,1.0,50,0.15113165477841273
0.5,2.75,28.0,1.0,1.0,55,0.7996864211834873
0.5,2.75,28.0,1.0,1.0,60,1.6865241493443284
0.5,2.75,28.0,1.0,1.0,65,1.814061310679871
0.5,2.75,28.0,1.0,1.0,70,1.8326119577395683
0.5,2.75,28.0,1.0,1.0,75,1.8358315096795872
0.5,2.75,28.0,1.0,1.0,80,1.8364515722973067
0.5,2.75,28.0,1.0,1.0,85,1.836634481345487
0.5,2.75,28.0,1.0,1.0,90,1.8369747575833608
0.5,2.75,28.0,1.0,1.0,95,1.8386193247824247
0.5,2.75,28.0,1.0,1.0,100,1.847704025988103
0.5,3.0,30.5,1.0,1.0,0,1.0844201155729525
0.5,3.0,30.5,1.0,1.0,5,0.15113173005966582
0.5,3.0,30.5,1.0,1.0,10,0.03358665767031751
0.5,3.0,30.5,1.0,1.0,15,0.008002940061258396
0.5,3.0,30.5,1.0,1.0,20,0.0017958448999159844
0.5,3.0,30.5,1.0,1.0,25,0.00037632304242042164
0.5,3.0,30.5,1.0,1.0,30,2.205805565516431e-6
0.5,3.0,30.5,1.0,1.0,35,0.00037607499405632164
0.5,3.0,30.5,1.0,1.0,40,0.0017969700193609273
0.5,3.0,30.5,1.0,1.0,45,0.008007589994391702
0.5,3.0,30.5,1.0,1.0,50,0.033563567607745995
0.5,3.0,30.5,1.0,1.0,55,0.15112353506643117
0.5,3.0,30.5,1.0,1.0,60,0.79935955888157
0.5,3.0,30.5,1.0,1.0,65,1.6865203573579903
0.5,3.0,30.5,1.0,1.0,70,1.8140620115139034
0.5,3.0,30.5,1.0,1.0,75,1.8326114013256596
0.5,3.0,30.5,1.0,1.0,80,1.8358290192904074
0.5,3.0,30.5,1.0,1.0,85,1.836438854776575
0.5,3.0,30.5,1.0,1.0,90,1.8365715204263948
0.5,3.0,30.5,1.0,1.0,95,1.8366588293064332
0.5,3.0,30.5,1.0,1.0,100,1.8369798414091214
0.5,3.25,33.0,1.0,1.0,0,1.0844201155378563
0.5,3.25,33.0,1.0,1.0,5,0.15113174456166692
0.5,3.25,33.0,1.0,1.0,10,0.033586770625143744
0.5,3.25,33.0,1.0,1.0,15,0.008003521714519738
0.5,3.25,33.0,1.0,1.0,20,0.001798775285056493
0.5,3.25,33.0,1.0,1.0,25,0.00039031372101903884
0.5,3.25,33.0,1.0,1.0,30,6.629957614488028e-5
0.5,3.25,33.0,1.0,1.0,35,6.62995761170053e-5
0.5,3.25,33.0,1.0,1.0,40,0.00039031372098479144
0.5,3.25,33.0,1.0,1.0,45,0.001798775285013394
0.5,3.25,33.0,1.0,1.0,50,0.008003521714505324
0.5,3.25,33.0,1.0,1.0,55,0.033586770625143335
0.5,3.25,33.0,1.0,1.0,60,0.1511317390699525
0.5,3.25,33.0,1.0,1.0,65,0.7996864245663091
0.5,3.25,33.0,1.0,1.0,70,1.6865241229818244
0.5,3.25,33.0,1.0,1.0,75,1.814061174912676
0.5,3.25,33.0,1.0,1.0,80,1.8326113000969733
0.5,3.25,33.0,1.0,1.0,85,1.8358283274663896
0.5,3.25,33.0,1.0,1.0,90,1.8364361012289223
0.5,3.25,33.0,1.0,1.0,95,1.8365585642300588
0.5,3.25,33.0,1.0,1.0,100,1.8365956247251434
0.5,3.5,35.5,1.0,1.0,0,1.0844201155305306
0.5,3.5,35.5,1.0,1.0,5,0.15113174757571723
0.5,3.5,35.5,1.0,1.0,10,0.03358679411664102
0.5,3.5,35.5,1.0,1.0,15,0.00800364278412458
0.5,3.5,35.5,1.0,1.0,20,0.0017993868604164194
0.5,3.5,35.5,1.0,1.0,25,0.00039324454885920825
0.5,3.5,35.5,1.0,1.0,30,8.030018570089348e-5
0.5,3.5,35.5,1.0,1.0,35,4.587939176434551e-7
0.5,3.5,35.5,1.0,1.0,40,8.035218450614478e-5
0.5,3.5,35.5,1.0,1.0,45,0.0003930064193616951
0.5,3.5,35.5,1.0,1.0,50,0.0018005099267383797
0.5,3.5,35.5,1.0,1.0,55,0.008008292385631518
0.5,3.5,35.5,1.0,1.0,60,0.03356370412840611
0.5,3.5,35.5,1.0,1.0,65,0.15112355259787996
0.5,3.5,35.5,1.0,1.0,70,0.7993595595834815
0.5,3.5,35.5,1.0,1.0,75,1.6865203518824015
0.5,3.5,35.5,1.0,1.0,80,1.8140619833323937
0.5,3.5,35.5,1.0,1.0,85,1.8326112650144255
0.5,3.5,35.5,1.0,1.0,90,1.8358283613903266
0.5,3.5,35.5,1.0,1.0,95,1.836435672373276
0.5,3.5,35.5,1.0,1.0,100,1.8365560491821933
0.5,3.75,38.0,1.0,1.0,0,1.084420115529005
0.5,3.75,38.0,1.0,1.0,5,0.1511317482021867
0.5,3.75,38.0,1.0,1.0,10,0.03358679900117339
0.5,3.75,38.0,1.0,1.0,15,0.008003667968904333
0.5,3.75,38.0,1.0,1.0,20,0.001799514255524753
0.5,3.75,38.0,1.0,1.0,25,0.0003938562417924347
0.5,3.75,38.0,1.0,1.0,30,8.323318419378464e-5
0.5,3.75,38.0,1.0,1.0,35,1.400302007815887e-5
0.5,3.75,38.0,1.0,1.0,40,1.4003020036721083e-5
0.5,3.75,38.0,1.0,1.0,45,8.323318415561266e-5
0.5,3.75,38.0,1.0,1.0,50,0.00039385624176233855
0.5,3.75,38.0,1.0,1.0,55,0.0017995142555108073
0.5,3.75,38.0,1.0,1.0,60,0.00800366796887197
0.5,3.75,38.0,1.0,1.0,65,0.03358679900112111
0.5,3.75,38.0,1.0,1.0,70,0.15113174271048585
0.5,3.75,38.0,1.0,1.0,75,0.7996864247123238
0.5,3.75,38.0,1.0,1.0,80,1.6865241218440727
0.5,3.75,38.0,1.0,1.0,85,1.8140611690591637
0.5,3.75,38.0,1.0,1.0,90,1.8326112718024472
0.5,3.75,38.0,1.0,1.0,95,1.8358281911017666
0.5,3.75,38.0,1.0,1.0,100,1.8364354432899568
0.5,4.0,40.5,1.0,1.0,0,1.0844201155286872
0.5,4.0,40.5,1.0,1.0,5,0.15113174833242332
0.5,4.0,40.5,1.0,1.0,10,0.03358680001669159
0.5,4.0,40.5,1.0,1.0,15,0.008003673206140063
0.5,4.0,40.5,1.0,1.0,20,0.001799540766681105
0.5,4.0,40.5,1.0,1.0,25,0.00039398366411221453
0.5,4.0,40.5,1.0,1.0,30,8.384534059496965e-5
0.5,4.0,40.5,1.0,1.0,35,1.6934394657262627e-5
0.5,4.0,40.5,1.0,1.0,40,9.540302374157614e-8
0.5,4.0,40.5,1.0,1.0,45,1.6923539502467986e-5
0.5,4.0,40.5,1.0,1.0,50,8.389526887687502e-5
0.5,4.0,40.5,1.0,1.0,55,0.0003937459644481189
0.5,4.0,40.5,1.0,1.0,60,0.0018006637442039505
0.5,4.0,40.5,1.0,1.0,65,0.008008322793297523
0.5,4.0,40.5,1.0,1.0,70,0.03356371003171471
0.5,4.0,40.5,1.0,1.0,75,0.15112355335527453
0.5,4.0,40.5,1.0,1.0,80,0.799359559613811
0.5,4.0,40.5,1.0,1.0,85,1.6865203516460112
0.5,4.0,40.5,1.0,1.0,90,1.8140619821159911
0.5,4.0,40.5,1.0,1.0,95,1.8326112591374235
0.5,4.0,40.5,1.0,1.0,100,1.8358283330847536
0.5,4.25,43.0,1.0,1.0,0,1.0844201155286206
0.5,4.25,43.0,1.0,1.0,5,0.15113174835948978
0.5,4.25,43.0,1.0,1.0,10,0.03358680022781581
0.5,4.25,43.0,1.0,1.0,15,0.008003674295033637
0.5,4.25,43.0,1.0,1.0,20,0.0017995462808888065
0.5,4.25,43.0,1.0,1.0,25,0.0003940101812115086
0.5,4.25,43.0,1.0,1.0,30,8.397286062407373e-5
0.5,4.25,43.0,1.0,1.0,35,1.7546218584062045e-5
0.5,4.25,43.0,1.0,1.0,40,2.930936106808382e-6
0.5,4.25,43.0,1.0,1.0,45,2.930936057965909e-6
0.5,4.25,43.0,1.0,1.0,50,1.7546218549842426e-5
0.5,4.25,43.0,1.0,1.0,55,8.397286061166658e-5
0.5,4.25,43.0,1.0,1.0,60,0.00039401018121184715
0.5,4.25,43.0,1.0,1.0,65,0.001799546280916609
0.5,4.25,43.0,1.0,1.0,70,0.008003674295044842
0.5,4.25,43.0,1.0,1.0,75,0.033586800227814864
0.5,4.25,43.0,1.0,1.0,80,0.15113174286780645
0.5,4.25,43.0,1.0,1.0,85,0.7996864247186366
0.5,4.25,43.0,1.0,1.0,90,1.6865241217948292
0.5,4.25,43.0,1.0,1.0,95,1.8140611688063992
0.5,4.25,43.0,1.0,1.0,100,1.8326112705811428
0.5,4.5,45.5,1.0,1.0,0,1.0844201155286068
0.5,4.5,45.5,1.0,1.0,5,0.15113174836512444
0.5,4.5,45.5,1.0,1.0,10,0.033586800271697394
0.5,4.5,45.5,1.0,1.0,15,0.008003674521422713
0.5,4.5,45.5,1.0,1.0,20,0.0017995474275076632
0.5,4.5,45.5,1.0,1.0,25,0.0003940156966919429
0.5,4.5,45.5,1.0,1.0,30,8.399939817810645e-5
0.5,4.5,45.5,1.0,1.0,35,1.7673670077992105e-5
0.5,4.5,45.5,1.0,1.0,40,3.5431221144451183e-6
0.5,4.5,45.5,1.0,1.0,45,1.9835576989167802e-8
0.5,4.5,45.5,1.0,1.0,50,3.5453834949518766e-6
0.5,4.5,45.5,1.0,1.0,55,1.7663246206460113e-5
0.5,4.5,45.5,1.0,1.0,60,8.404923686782595e-5
0.5,4.5,45.5,1.0,1.0,65,0.0003937780156662119
0.5,4.5,45.5,1.0,1.0,70,0.0018006704012243344
0.5,4.5,45.5,1.0,1.0,75,0.008008324108063526
0.5,4.5,45.5,1.0,1.0,80,0.03356371028690895
0.5,4.5,45.5,1.0,1.0,85,0.15112355338801736
0.5,4.5,45.5,1.0,1.0,90,0.7993595596151225
0.5,4.5,45.5,1.0,1.0,95,1.6865203516357883
0.5,4.5,45.5,1.0,1.0,100,1.8140619820634918
0.5,4.75,48.0,1.0,1.0,0,1.0844201155286046
0.5,4.75,48.0,1.0,1.0,5,0.15113174836630422
0.5,4.75,48.0,1.0,1.0,10,0.033586800280834175
0.5,4.75,48.0,1.0,1.0,15,0.00800367456848541
0.5,4.75,48.0,1.0,1.0,20,0.0017995476659085198
0.5,4.75,48.0,1.0,1.0,25,0.00039401684358062264
0.5,4.75,48.0,1.0,1.0,30,8.400491792501911e-5
0.5,4.75,48.0,1.0,1.0,35,1.7700193457967707e-5
0.5,4.75,48.0,1.0,1.0,40,3.6706492028068027e-6
0.5,4.75,48.0,1.0,1.0,45,6.122806242522007e-7
0.5,4.75,48.0,1.0,1.0,50,6.12280583210807e-7
0.5,4.75,48.0,1.0,1.0,55,3.670649174701942e-6
0.5,4.75,48.0,1.0,1.0,60,1.7700193452299413e-5
0.5,4.75,48.0,1.0,1.0,65,8.400491794337327e-5
0.5,4.75,48.0,1.0,1.0,70,0.00039401684362392914
0.5,4.75,48.0,1.0,1.0,75,0.0017995476659597419
0.5,4.75,48.0,1.0,1.0,80,0.008003674568553398
0.5,4.75,48.0,1.0,1.0,85,0.03358680028088014
0.5,4.75,48.0,1.0,1.0,90,0.1511317428746472
0.5,4.75,48.0,1.0,1.0,95,0.7996864247188146
0.5,4.75,48.0,1.0,1.0,100,1.6865241217926652
0.5,5.0,50.5,1.0,1.0,0,1.0844201155286035
0.5,5.0,50.5,1.0,1.0,5,0.15113174836654003
0.5,5.0,50.5,1.0,1.0,10,0.03358680028271404
0.5,5.0,50.5,1.0,1.0,15,0.008003674578272012
0.5,5.0,50.5,1.0,1.0,20,0.0017995477154572157
0.5,5.0,50.5,1.0,1.0,25,0.0003940170820266701
0.5,5.0,50.5,1.0,1.0,30,8.400606570483112e-5
0.5,5.0,50.5,1.0,1.0,35,1.7705710246196218e-5
0.5,5.0,50.5,1.0,1.0,40,3.697188360725496e-6
0.5,5.0,50.5,1.0,1.0,45,7.397337134522727e-7
0.5,5.0,50.5,1.0,1.0,50,4.12376720795793e-9
0.5,5.0,50.5,1.0,1.0,55,7.392630333196695e-7
0.5,5.0,50.5,1.0,1.0,60,3.69936003891792e-6
0.5,5.0,50.5,1.0,1.0,65,1.7695305072904546e-5
0.5,5.0,50.5,1.0,1.0,70,8.40559005709185e-5
0.5,5.0,50.5,1.0,1.0,75,0.00039377940180929604
0.5,5.0,50.5,1.0,1.0,80,0.001800670689019349
0.5,5.0,50.5,1.0,1.0,85,0.008008324164881554
0.5,5.0,50.5,1.0,1.0,90,0.033563710297974406
